id,name,category_primary,region,tier,tier_label,sub_tier,sub_tier_label,current_lat,current_lon,gt_lat,gt_lon,gt_confidence,gt_reasoning,gt_model,pedestrian_entry_lat,pedestrian_entry_lon,pedestrian_entry_confidence,car_entry_lat,car_entry_lon,car_entry_confidence,car_entry_reasoning,entry_mode,cv_gt_lat,cv_gt_lon,cv_confidence,cv_model,cv_disagreement_m,full_address,offset_haversine_m,offset_euclidean_m,offset_manhattan_m
08f275381b52438a03695860f396d079,Janet McDonough Attorney At Law,lawyer,WI,4,no_building,4,no_building,44.9358471,-91.391589,44.9358471,-91.391589,0.3,No dedicated commercial structure is visible at the provided address; it appears to be a residential area.,gpt-4o-mini,,,,,,,,,,,,,,"103 N Bridge St, Chippewa Falls, WI, 54729-2465, US",0.0,0.0,0.0
08f29a1d62c066f00380344aeb19040f,Fig and 8th,event_planning,CA,4,no_building,4,no_building,34.048229,-118.26132,34.048229,-118.26132,0.3,No dedicated commercial structure is visible; the area appears to be a mix of buildings without a clear storefront for the specified business.,gpt-4o-mini,,,,,,,,,,,,,,"777 S Figueroa St, Los Angeles, CA, 90017-5519, US",0.0,0.0,0.0
08f274d0cab24944035e2ed57b6731c3,Michigan Sprinkles,flowers_and_gifts_shop,MI,1,standard_commercial,1c,small_urban_storefront,42.741875,-83.964478,42.741875,-83.964478,1.0,"The current pin is already at the main customer entrance of the building, which is the storefront door facing the street.",gpt-4o-mini,42.741875,-83.964478,1.0,42.741875,-83.964478,0.2,"The image does not clearly show a visible driveway or parking lot entry from the road, indicating a pedestrian-only access.",shared,,,,,,"2122 Gannon Rd, Cohoctah Twp, MI, 48855-9354, US",0.0,0.0,0.0
08f26cbc292810610303f89c3a070739,Edible Arrangements,flowers_and_gifts_shop,TX,1,standard_commercial,1c,small_urban_storefront,32.5844103,-97.1302113,32.5844103,-97.1302113,1.0,"The current pin is already located at the main customer entrance of Edible Arrangements, which is the storefront door facing the street.",gpt-4o-mini,32.5844103,-97.1302113,1.0,32.58412101792761,-97.1302113,0.9,"The primary vehicle entry point is visible on the right side of the image, leading into the parking lot for Edible Arrangements.",both,,,,,,"1071 Country Club Dr, Mansfield, TX, 76063-2663, US",0.0,0.0,0.0
08f2a10a263557aa035d8858e97eaf9c,Taco Bell,fast_food_restaurant,NY,1,standard_commercial,1c,small_urban_storefront,40.7899434,-73.2046532,40.7899434,-73.2046532,1.0,"The current pin is already at the main customer entrance of Taco Bell, which is facing the street.",gpt-4o-mini,40.7899434,-73.2046532,1.0,40.78976469688097,-73.2046532,0.9,"The primary vehicle entry point is visible as a driveway cut leading into the parking lot from the road, located slightly below the center of the image.",both,,,,,,"16 W Suffolk Ave, Central Islip, NY, 11722-2144, US",0.0,0.0,0.0
08f2a10118828c920352dcc44665a39b,Carvel Ice Cream,ice_cream_shop,NY,1,standard_commercial,1c,small_urban_storefront,40.9575446,-73.7302608,40.95756890699507,-73.73002476668638,0.9,"The pin is placed at the main customer entrance of Carvel Ice Cream, which is located on the street-facing facade. The imagery shows the entrance clearly marked with signage.",gpt-4o-mini,40.95756890699507,-73.73002476668638,0.9,40.9575446,-73.7302608,0.2,The property appears to be a pedestrian-only urban storefront with no visible driveway or parking lot entry from the road.,both,,,,,,"641 Halstead Ave, Mamaroneck, NY, 10543-2719, US",20.004070297989955,20.026571110010526,22.54878544309595
08f2aa86b565942103f758737cca263f,Elsy Express,shopping,VA,2,multi_tenant,2a,strip_mall_tenant,38.7196693,-77.1237564,38.7196693,-77.1237564,1.0,The current pin is already at the correct unit entrance for Elsy Express.,gpt-4o-mini,38.7196693,-77.1237564,1.0,38.719485143098446,-77.1237564,0.9,"The nearest parking lot entrance is located to the south of the unit, accessible from the road directly adjacent to the property.",both,,,,,,"8743 Cooper Rd, Alexandria, VA, 22309-3906, US",0.0,0.0,0.0
08f48ab2e46c459203226d25fb72d0ec,Deep Rock Dystopia,hotel,,1,standard_commercial,1b,large_standalone,29.3265989,-103.5738677,29.3265989,-103.5738677,1.0,"The current pin is already at the main customer entrance of the hotel, as it is positioned at the center of the building's facade facing the street.",gpt-4o-mini,29.3265989,-103.5738677,1.0,29.3265989,-103.5738677,0.2,"The property appears to be in a remote area with no visible driveway or parking lot entry from the road, indicating it may be pedestrian-only or lacking a clear vehicle entry point.",shared,,,,,,"23101 FM170, 79852, US",0.0,0.0,0.0
08f2ab2c3262eaa0038973d58172f820,Chipotle Mexican Grill,mexican_restaurant,MI,1,standard_commercial,1c,small_urban_storefront,42.5306404,-83.1981026,42.5306404,-83.1981026,1.0,"The current pin is already at the main customer entrance of Chipotle Mexican Grill, which is the storefront door facing the street.",gpt-4o-mini,42.5306404,-83.1981026,1.0,42.53046646328834,-83.1981026,0.8,"The identified entry point is the most visible driveway entrance leading into the parking lot from Woodward Ave, allowing for vehicle access to the Chipotle location.",both,,,,,,"32824 Woodward Ave, Royal Oak, MI, 48073-0955, US",0.0,0.0,0.0
08f28321046ca111039abe4b5a9d6704,Smoke And Vape Cambridge,electronics,CA,1,standard_commercial,1c,small_urban_storefront,38.658333,-120.999137,38.658333,-120.999137,1.0,"The current pin is already at the main customer entrance of Smoke And Vape Cambridge, which is the storefront door facing the street.",gpt-4o-mini,38.658333,-120.999137,1.0,38.65823246462779,-120.99890096668639,0.9,The identified entry point is the most visible driveway entrance from the road leading into the parking lot of Smoke And Vape Cambridge.,both,,,,,,"3950 Cambridge Rd, Shingle Springs, CA, 95682-8900, US",0.0,0.0,0.0
08f28123891420150331510f8db3ff9d,Fort Bidwell Hotel and Restaurant,breakfast_and_brunch_restaurant,CA,1,standard_commercial,1b,large_standalone,41.8592664,-120.1519486,41.8592664,-120.1519486,1.0,"The current pin is already at the main customer entrance of the Fort Bidwell Hotel and Restaurant, which is the appropriate location for pedestrian entry.",gpt-4o-mini,41.8592664,-120.1519486,1.0,41.8592664,-120.1519486,0.2,"The image does not clearly show a driveway or parking lot entry for the Fort Bidwell Hotel and Restaurant, indicating a pedestrian-only access.",shared,,,,,,"55015 Main St, Lake City, CA, 96112-1852, US",0.0,0.0,0.0
08f2a12233ca622c03b6ff9d05ed9d2a,Graceful Home Design,engineering_services,PA,4,no_building,4,no_building,40.4726724,-75.1599423,40.4726724,-75.1599423,0.3,No dedicated commercial structure is visible; the area appears to have residential buildings and possibly home-based businesses.,gpt-4o-mini,,,,,,,,,,,,,,"250 Durham Rd, Ottsville, PA, 18942-1724, US",0.0,0.0,0.0
08f26caa4b24355b03a554c3de882210,Signature Image,printing_services,TX,4,no_building,4,no_building,32.7853617,-97.3084167,32.7853617,-97.3084167,0.3,No dedicated commercial structure is visible; the area appears to have residential buildings and possibly home-based businesses.,gpt-4o-mini,,,,,,,,,,,,,,"1702 N Sylvania Ave, Fort Worth, TX, 76111-2737, US",0.0,0.0,0.0
08f2a8b4c25012550374f1c345937cc5,M Creative,graphic_designer,NC,4,no_building,4,no_building,36.1009441,-80.2461138,36.1009441,-80.2461138,0.3,No dedicated commercial structure is visible at the provided address; it appears to be a residential area or home-based business.,gpt-4o-mini,,,,,,,,,,,,,,"541 N Trade St, Winston-Salem, NC, 27101-2914, US",0.0,0.0,0.0
08f444dae300d8e803adcb883a790aaf,Metro by T-Mobile,mobile_phone_store,TX,1,standard_commercial,1c,small_urban_storefront,33.1420202,-94.967641,33.1420202,-94.967641,1.0,"The current pin is already at the main customer entrance of the Metro by T-Mobile store, which is the appropriate location for pedestrian entry.",gpt-4o-mini,33.1420202,-94.967641,1.0,33.1418225650614,-94.967641,0.8,The identified entry point is the most visible driveway entrance from the road leading to the parking lot of the Metro by T-Mobile store.,both,,,,,,"1401 S Jefferson Ave Ste 100, Mount Pleasant, TX, 75455, US",0.0,0.0,0.0
08f44a102c15ea9b03ef7b1f90f89315,Pollo Tropical,fast_food_restaurant,FL,1,standard_commercial,1c,small_urban_storefront,25.884949,-80.1655652,25.884949,-80.1655652,1.0,"The current pin is already at the main customer entrance of Pollo Tropical, as it is positioned at the storefront door facing the street.",gpt-4o-mini,25.884949,-80.1655652,1.0,25.88473664732074,-80.1655652,0.8,"The primary vehicle entry point is located on the right side of the property, visible from the road, leading into the parking lot.",both,,,,,,"11806 Biscayne Blvd, Miami, FL, 33181-3112, US",0.0,0.0,0.0
08f2664cf3081d5b035a531ea4fa0dd1,MJD Auto Repair,tire_shop,IL,1,standard_commercial,1a,drive_up_only,41.812966849164134,-87.66470432723162,,,0.0,drive_up_only,gpt-4o-mini,,,0.0,41.81279092760284,-87.66470432723162,0.9,"The primary vehicle entry point is visible on the left side of the property, where the driveway cuts from the road to the parking area.",car_only,,,,,,"4435 S Ashland Ave, Chicago, IL, 60609, US",,,
08f265c343062c89037d5d322c76c784,Whiteside Realty & Auction,auction_house,MO,1,standard_commercial,1c,small_urban_storefront,36.6168908,-90.8290279,36.6168908,-90.8290279,1.0,"The current pin is already at the main customer entrance of the building, which is the storefront door facing the street.",gpt-4o-mini,36.6168908,-90.8290279,1.0,36.616701349826236,-90.8290279,0.8,The identified entry point is the most visible driveway entrance from the road leading to the parking area of Whiteside Realty & Auction.,both,,,,,,"201 W Jefferson St, Doniphan, MO, 63935-1627, US",0.0,0.0,0.0
08f48d894eab411e03eaad1173748485,Hampton Inn & Suites Albuquerque Airport,resort,NM,1,standard_commercial,1b,large_standalone,35.049869537353516,-106.63314056396484,35.049869537353516,-106.63314056396484,1.0,"The current pin is already at the main customer entrance of the Hampton Inn & Suites Albuquerque Airport, which is the storefront door facing the street.",gpt-4o-mini,35.049869537353516,-106.63314056396484,1.0,35.04958847660831,-106.63314056396484,0.9,"The primary vehicle entry point is visible as a driveway cut leading into the parking lot from the road, located to the right of the building.",both,,,,,,"1300 Woodward Rd SE, Albuquerque, NM, 87106, US",0.0,0.0,0.0
08f2a93cf1b2189b032363043f654f98,Turner Gill's Bar & Grill,pub,OH,1,standard_commercial,1c,small_urban_storefront,39.4527832,-84.6882037,39.45293231590314,-84.68796766668639,0.9,"The pin is placed at the main entrance of Turner Gill's Bar & Grill, which is located on the street-facing facade. The imagery shows a clear door opening and signage indicating the pub's entrance.",gpt-4o-mini,39.45293231590314,-84.68796766668639,0.9,39.4527832,-84.6882037,0.2,The property appears to be a pedestrian-only urban storefront with no visible driveway or parking lot entry from the road.,both,,,,,,"2502 Millville Oxford Rd, Hamilton, OH, 45013-8929, US",26.184352119270052,26.213804584623116,36.887939023616724
08f2623450d6ac5403a38214bdbfb9b0,A New Leaf,florist,MN,1,standard_commercial,1c,small_urban_storefront,44.708959,-96.276079,44.708959,-96.276079,1.0,"The current pin is already at the main customer entrance of the florist business, A New Leaf, facing the street.",gpt-4o-mini,44.708959,-96.276079,1.0,44.708959,-96.276079,0.2,The location appears to be a pedestrian-only urban storefront with no visible driveway or parking lot entry.,shared,,,,,,"126 Saint Olaf Ave N, Canby, MN, 56220, US",0.0,0.0,0.0
08f264d9521a3584034b9804c32f2063,LongHorn Steakhouse,steakhouse,TN,1,standard_commercial,1c,small_urban_storefront,36.3762085,-86.4711701,36.37636398718681,-86.4711701,0.9,"The main entrance of LongHorn Steakhouse is located on the street-facing facade, which is visible in the imagery. The pin is placed close to the door as required.",gpt-4o-mini,36.37636398718681,-86.4711701,0.9,36.37601846010501,-86.4711701,0.9,"The primary vehicle entry point is located at the bottom of the image, where the driveway leads into the parking lot of LongHorn Steakhouse.",both,,,,,,"1003 Nashville Pike, Gallatin, TN, 37066-3107, US",17.289386331380996,17.30883363562981,17.30883363562981
08f2a331544d629303d830ed8c010b2e,Old Irish Social Club,irish_pub,RI,1,standard_commercial,1c,small_urban_storefront,41.8434309,-71.4278571,41.8434309,-71.4278571,1.0,"The current pin is already at the main customer entrance of the Old Irish Social Club, which is the storefront door facing the street.",gpt-4o-mini,41.8434309,-71.4278571,1.0,41.8434309,-71.4278571,0.2,The property appears to be a pedestrian-only urban storefront with no visible driveway or parking lot entry from the road.,shared,,,,,,"480 Douglas Ave, Providence, RI, 02908-2551, US",0.0,0.0,0.0
08f288a031770d1003f12a2a1dfc9f8e,Bridge Computers,computer_hardware_company,WA,1,standard_commercial,1c,small_urban_storefront,46.8795367,-117.3651741,46.8795367,-117.3651741,1.0,"The current pin is already at the main customer entrance of Bridge Computers, which is the storefront door facing the street.",gpt-4o-mini,46.8795367,-117.3651741,1.0,46.8795367,-117.3651741,0.2,"The property appears to have no visible driveway or parking lot entry from the road, indicating it may be pedestrian-only.",shared,,,,,,"212 S Main St, Colfax, WA, 99111-1835, US",0.0,0.0,0.0
08f26cbda024d00903b678c96da5761f,ABP Architecture,architectural_designer,TX,1,standard_commercial,1c,small_urban_storefront,32.7533225,-97.3363882,32.7533225,-97.3363882,1.0,"The current pin is already at the main customer entrance of ABP Architecture, which is the storefront door facing the street.",gpt-4o-mini,32.7533225,-97.3363882,1.0,32.75312399417967,-97.3363882,0.8,"The entry point is identified as the driveway leading into the parking lot, which is the most visible access from the road.",both,,,,,,"300 Burnett St, Fort Worth, TX, 76102-2731, US",0.0,0.0,0.0
08f29a569a2b4d6103cd71a1f59b4c19,ALDI USA,supermarket,CA,1,standard_commercial,1b,large_standalone,33.9409954,-118.0508394,33.9409954,-118.0508394,1.0,"The current pin is already at the main customer entrance of ALDI USA, which is the storefront door facing the street.",gpt-4o-mini,33.9409954,-118.0508394,1.0,33.940710576281866,-118.0508394,0.8,"The primary vehicle entry point is located on the south side of the property, where the driveway leads into the parking lot from Telegraph Rd.",both,,,,,,"13210 Telegraph Rd, Santa Fe Springs, CA, 90670-4048, US",0.0,0.0,0.0
08f2ab30868906510388035033f3ead3,58 Storage,self_storage_facility,OH,1,standard_commercial,1b,large_standalone,41.2764954,-82.2201417,41.2764954,-82.2201417,1.0,"The current pin is already at the main customer entrance of the self-storage facility, which is the appropriate location for pedestrian entry.",gpt-4o-mini,41.2764954,-82.2201417,1.0,41.275914859892964,-82.2201417,0.9,"The entry point is located at the bottom of the image where the driveway leads into the storage facility, making it the most visible and accessible entry for vehicles.",both,,,,,,"550 S Main St, Oberlin, OH, 44074, US",0.0,0.0,0.0
08f26c866b8b0d6e035eba6cd4248d06,SEPHORA,cosmetic_and_beauty_supplies,TX,1,standard_commercial,1c,small_urban_storefront,32.8687036,-96.7744589,32.86873063385354,-96.77422286668639,0.9,"The pin is placed at the main customer entrance of SEPHORA, which is located on the street-facing facade. The entrance is identifiable by the storefront door and signage.",gpt-4o-mini,32.86873063385354,-96.77422286668639,0.9,32.8687036,-96.7744589,0.2,The image does not clearly show a visible car entry point for the property. It appears to be a pedestrian-only area with no distinct driveway or parking lot entrance.,both,,,,,,"8687 N Central Expy, Dallas, TX, 75225-4406, US",22.24820969197355,22.273234739408956,25.078401433822172
08f275934d94d0160307b5ad4a508bb1,Sicilian Bakery,bakery,IL,1,standard_commercial,1c,small_urban_storefront,41.9640548,-87.8373516,41.96415850808198,-87.83711556668639,0.9,"The identified location is the main customer entrance of the Sicilian Bakery, which is visible on the street-facing facade. The pin is placed as close to the door as possible based on the imagery.",gpt-4o-mini,41.96415850808198,-87.83711556668639,0.9,41.963879294015115,-87.8373516,0.8,The identified entry point is the most visible driveway entrance from the road leading to the parking lot of the Sicilian Bakery.,both,,,,,,"4632 N Cumberland Ave, Chicago, IL, 60656-4237, US",22.66786154530746,22.693358622039003,31.08209402268619
08f4416aa4b2b9400340128c0532c8bc,Paradise Seafood Coffee Shop,food_truck,FL,3,open_space,3a,bounded_outdoor,24.57434,-81.735517,24.57412534600569,-81.735517,0.8,"The pin is placed near the main access point of the area, which appears to be the parking lot entrance for visitors arriving at the food truck location.",gpt-4o-mini,,,,24.57412534600569,-81.735517,0.8,,shared,,,,,,"5710 Overseas Hwy, Key West, FL, 33040-4341, US",23.868435151041925,23.895282646487743,23.895282646487743
08f44424ecae8d21038d474d7b0f5c28,Watts Brothers Tractor and Implement,shopping,MS,2,multi_tenant,2a,strip_mall_tenant,31.2406915,-89.8304018,31.2406915,-89.8304018,1.0,The current pin is already at the correct unit entrance for Watts Brothers Tractor and Implement.,gpt-4o-mini,31.2406915,-89.8304018,1.0,31.240489692427627,-89.8304018,0.8,"The parking lot entry closest to Watts Brothers Tractor and Implement is located directly south of the unit, accessible from Lumberton Rd.",both,,,,,,"509 Lumberton Rd, Columbia, MS, 39429-3515, US",0.0,0.0,0.0
08f2b8da4c86c6c1032b4786938b26e8,"Jewell Transport, Inc.",junk_removal_and_hauling,NH,1,standard_commercial,1c,small_urban_storefront,43.3483126,-72.3870884,43.3483126,-72.3870884,1.0,"The current pin is already at the main customer entrance of Jewell Transport, Inc., which is the appropriate location for pedestrian entry.",gpt-4o-mini,43.3483126,-72.3870884,1.0,43.3483126,-72.3870884,0.2,"The image does not clearly show a visible driveway or parking lot entry for Jewell Transport, Inc. The center is marked with low confidence due to the lack of identifiable vehicle access points.",shared,,,,,,"330 River Rd, Claremont, NH, 03743, US",0.0,0.0,0.0
08f2aa18a801edaa033f1cd43e866355,CDC Software,software_development,PA,4,no_building,4,no_building,41.0014167,-76.4578766,41.0014167,-76.4578766,0.3,No dedicated commercial structure is visible at the address; it appears to be a residential area.,gpt-4o-mini,,,,,,,,,,,,,,"240 Market St, Bloomsburg, PA, 17815-1770, US",0.0,0.0,0.0
08f29a561208eb6003fad81e5215b86c,Owl Owl Thai Lao Street Food,thai_restaurant,CA,1,standard_commercial,1c,small_urban_storefront,33.8049845,-118.1647037,33.80510039416928,-118.16446766668639,0.9,"The identified location is the main customer entrance of the restaurant, facing the street, as indicated by the visible door and signage.",gpt-4o-mini,33.80510039416928,-118.16446766668639,0.9,33.80478837140584,-118.1647037,0.9,The identified entry point is the most visible driveway entrance from the road leading into the parking lot of the restaurant.,both,,,,,,"2201 E Willow St, Signal Hill, CA, 90755-2114, US",25.33142257694321,25.359915658275796,34.734359240951505
08f268815648611203a232fa4710b589,Express Employment Professionals - Pueblo,employment_agencies,CO,4,no_building,4,no_building,38.2721839,-104.6177533,38.2721839,-104.6177533,0.3,No dedicated commercial structure is visible at the specified address; it appears to be a residential area or home-based business.,gpt-4o-mini,,,,,,,,,,,,,,"734 W 6th St, Pueblo, CO, 81003-2312, US",0.0,0.0,0.0
08f26caa1aa4995803f026dd6299e590,Down magnolia way,jewelry_store,TX,1,standard_commercial,1c,small_urban_storefront,32.908454,-97.5492001,32.908454,-97.5492001,1.0,"The current pin is already at the main customer entrance of the jewelry store, as it is positioned at the storefront door.",gpt-4o-mini,32.908454,-97.5492001,1.0,32.908454,-97.5492001,0.2,The property appears to be a residential area with no visible driveway or parking lot entry from the road.,shared,,,,,,"825 Red Oak Ct, Azle, TX, 76020, US",0.0,0.0,0.0
08f48c0aed1444a003a3e9fda3032ace,Los Victor's Mexican Food,mexican_restaurant,NM,1,standard_commercial,1c,small_urban_storefront,32.7745594,-108.2745165,32.7745594,-108.2745165,1.0,"The current pin is already at the main customer entrance of Los Victor's Mexican Food, which is the storefront door facing the street.",gpt-4o-mini,32.7745594,-108.2745165,1.0,32.7745594,-108.2745165,0.2,The property appears to be a pedestrian-only urban storefront with no visible driveway or parking lot entry from the road.,shared,,,,,,"901 N Hudson St, Silver City, NM, 88061-5513, US",0.0,0.0,0.0
08f26963b5a6ed7303b9afd11a5eb44a,AT&T Store,mobile_phone_store,UT,1,standard_commercial,1c,small_urban_storefront,40.53828,-112.01945,40.53828,-112.01945,1.0,"The current pin is already at the main customer entrance of the AT&T Store, which is the storefront door facing the street.",gpt-4o-mini,40.53828,-112.01945,1.0,40.53810062131611,-112.01945,0.9,"The primary vehicle entry point is located at the bottom of the image, where the driveway cuts into the parking lot from the road.",both,,,,,,"5398 W Daybreak Pkwy Ste B4, South Jordan, UT, 84009, US",0.0,0.0,0.0
08f298901d31ac9c03ef9081455efdc6,The Office BOSS Lakeside Mail Center,office_equipment,NV,1,standard_commercial,1c,small_urban_storefront,39.491736,-119.808467,39.491760838740014,-119.80823096668638,0.9,"The main customer entrance is located on the street-facing facade, which is identified by the visible door and signage. The pin is placed as close to the entrance as possible.",gpt-4o-mini,39.491760838740014,-119.80823096668638,0.9,39.49155384923995,-119.808467,0.9,The identified entry point is the most visible driveway entrance from the road leading to the parking lot of The Office BOSS Lakeside Mail Center.,both,,,,,,"3495 Lakeside Dr, Reno, NV, 89509, US",20.44168365388961,20.46467669967141,23.04206752511442
08f275936bc01201031d81eaab0d701c,Cutting Edge Practice,professional_services,IL,4,no_building,4,no_building,41.9856257,-87.8450835,41.9856257,-87.8450835,0.3,No dedicated commercial structure is visible at the provided address; the area appears to be a residential or mixed-use zone.,gpt-4o-mini,,,,,,,,,,,,,,"8745 Higgins Rd, Chicago, IL, 60631-2704, US",0.0,0.0,0.0
08f26611498a8ac303971b74c97463b5,Taco Bell,fast_food_restaurant,IN,1,standard_commercial,1c,small_urban_storefront,39.7584262,-86.5096722,39.7584262,-86.5096722,1.0,"The current pin is already at the main customer entrance of Taco Bell, which is the storefront door facing the street.",gpt-4o-mini,39.7584262,-86.5096722,1.0,39.75816227260079,-86.5096722,0.9,"The primary vehicle entry point is visible as the driveway leading into the parking lot from E Main St, located directly in front of the Taco Bell.",both,,,,,,"745 E Main St, Danville, IN, 46122-1964, US",0.0,0.0,0.0
08f29a0b5b4a978203d20beb95a197d2,Masterlink Sausage and Meats,butcher_shop,CA,1,standard_commercial,1c,small_urban_storefront,33.8731889,-117.8902723,33.8731889,-117.8902723,1.0,"The current pin is already at the main customer entrance of Masterlink Sausage and Meats, as it is positioned at the storefront door facing the street.",gpt-4o-mini,33.8731889,-117.8902723,1.0,33.87299292786857,-117.8902723,0.9,"The primary vehicle entry point is located on the right side of the property, where the driveway leads into the parking lot from the road.",both,,,,,,"327 N State College Blvd, Fullerton, CA, 92831-4205, US",0.0,0.0,0.0
08f2aacc08a5114003ce9e2fd1657d3f,Bowmansville Service Plaza,shopping_center,PA,2,multi_tenant,2a,strip_mall_tenant,40.202309,-76.0157156,40.202309,-76.0157156,1.0,The current pin is already at the correct unit entrance for Bowmansville Service Plaza.,gpt-4o-mini,40.202309,-76.0157156,1.0,40.202046781574126,-76.0157156,0.9,"The closest car entry point to the Bowmansville Service Plaza is located on the right side of the building, accessible from Reading Rd, which is the nearest road serving the parking lot.",both,,,,,,"1302 Reading Rd, Bowmansville, PA, 17517-8925, US",0.0,0.0,0.0
