id,name,category_primary,region,tier,tier_label,sub_tier,sub_tier_label,current_lat,current_lon,gt_lat,gt_lon,gt_confidence,gt_reasoning,gt_model,pedestrian_entry_lat,pedestrian_entry_lon,pedestrian_entry_confidence,car_entry_lat,car_entry_lon,car_entry_confidence,car_entry_reasoning,entry_mode,cv_gt_lat,cv_gt_lon,cv_confidence,cv_model,cv_disagreement_m,full_address,offset_haversine_m,offset_euclidean_m,offset_manhattan_m,place_complexity,pin_ambiguity,should_move,multipin_candidate_score,multipin_candidate_reasons,multipin_candidate,vehicle_entry_lat,vehicle_entry_lon
08f44ad8c68507a8037735bc77ec3f05,Toby’s Rv resort,campground,FL,3,open_space,3b,large_outdoor,27.2162835,-81.8151133,27.216073598777218,-81.8151133,0.9,"The pin is placed at the main access point of the campground, which appears to be near the entrance to the RV sites, providing the most direct access for visitors.",gpt-4o-mini,,,,27.216073598777218,-81.8151133,0.9,,shared,,,,,,"3550 NE Highway 70, Arcadia, FL, 34266-5976, US",23.339951070258603,23.36620412044752,23.36620412044752,complex,high,True,16,multi_pin_category;multi_pin_name_signal;high_ambiguity;offset_ge_20m;large_place_signal,True,,
08f2a8464ad8a78c0345885f4ad47180,Shekinah Ranch Camp,campground,,3,open_space,3b,large_outdoor,40.106359,-79.896625,40.10646567685255,-79.89638896668639,0.8,"The pin is placed near the main access point visible in the image, which appears to be a road leading into the campground area.",gpt-4o-mini,,,,40.10646567685255,-79.89638896668639,0.8,,shared,,,,,,"77 Chestnut Rd, 15022, US",23.31675729675589,23.34298425784704,31.97185754319017,complex,high,True,16,multi_pin_category;multi_pin_name_signal;high_ambiguity;offset_ge_20m;large_place_signal,True,,
08f489562c40cc9e031a6145e6b8090b,Creekside Rv Village,rv_park,TX,3,open_space,3b,large_outdoor,28.04048,-97.51698,28.040271673294864,-97.51698,0.9,"The pin is placed at the main access point of the RV park, which is near the entrance to the parking area where visitors would first arrive.",gpt-4o-mini,,,,28.040271673294864,-97.51698,0.9,,shared,,,,,,"600 W Fulton St, Sinton, TX, 78387-2325, US",23.164872695562,23.19092881559584,23.19092881559584,complex,high,True,16,multi_pin_category;multi_pin_name_signal;high_ambiguity;offset_ge_20m;large_place_signal,True,,
08f489353129d435032a643c1d04475d,Trails End RV Park of Texas,rv_park,TX,3,open_space,3b,large_outdoor,29.0630723,-95.8089124,29.062865986705525,-95.8089124,0.8,"The pin is placed near the main access point of the RV park, which appears to be the entrance area leading to the parking lot and facilities.",gpt-4o-mini,,,,29.062865986705525,-95.8089124,0.8,,shared,,,,,,"533 County Road 134, Sweeny, TX, 77480, US",22.94099164517427,22.96679594117478,22.96679594117478,complex,high,True,16,multi_pin_category;multi_pin_name_signal;high_ambiguity;offset_ge_20m;large_place_signal,True,,
08f489c85a292422038343eb5e9cb8bc,Medina River RV Park,rv_park,TX,3,open_space,3b,large_outdoor,29.32676,-98.85555,29.32655421657159,-98.85555,0.8,"The pin is placed at the main access point along the road leading to the RV park, which appears to be the most prominent entry point for visitors.",gpt-4o-mini,,,,29.32655421657159,-98.85555,0.8,,shared,,,,,,"2172 County Road 4713, Lacoste, TX, 78039-1715, US",22.882073226167755,22.90781125014888,22.90781125014888,complex,high,True,16,multi_pin_category;multi_pin_name_signal;high_ambiguity;offset_ge_20m;large_place_signal,True,,
08f48981360c349403c80ceff2683b6b,Hofbrau RV Park,rv_park,TX,3,open_space,3b,large_outdoor,30.4604909,-98.3315032,30.460518643965152,-98.3312671666864,0.9,"The pin is placed near the main access point of the RV park, which appears to be the entrance from the road, providing the most direct access for visitors.",gpt-4o-mini,,,,30.460518643965152,-98.3312671666864,0.9,,shared,,,,,,"102 Alpine Dr, Round Mountain, TX, 78663-6021, US",22.83261465623912,22.85829704924468,25.737148448361737,complex,high,True,16,multi_pin_category;multi_pin_name_signal;high_ambiguity;offset_ge_20m;large_place_signal,True,,
08f446eab014842603ba04101e1de95d,Wenwood Village Mobile Home Park,rv_park,TX,3,open_space,3b,large_outdoor,30.0329333,-94.152115,30.03272895702336,-94.152115,0.8,"The pin is placed near the main access point of the mobile home park, which appears to be the entrance along Fannett Rd, providing access for visitors.",gpt-4o-mini,,,,30.03272895702336,-94.152115,0.8,,shared,,,,,,"5435 Fannett Rd, Beaumont, TX, 77705-6701, US",22.721902298467043,22.747460159671533,22.747460159671533,complex,high,True,16,multi_pin_category;multi_pin_name_signal;high_ambiguity;offset_ge_20m;large_place_signal,True,,
08f44e00d874e6cd0333011f2102e015,East Bank Campground,campground,GA,3,open_space,3b,large_outdoor,30.7190016,-84.8517976,30.718798686194656,-84.8517976,0.9,"The pin is placed at the main access point near the parking area, which is the most prominent entry for visitors to the campground.",gpt-4o-mini,,,,30.718798686194656,-84.8517976,0.9,,shared,,,,,,"153 East Bank Rd, Bainbridge, GA, 39819-1355, US",22.562985700044223,22.58836481070702,22.58836481070702,complex,high,True,16,multi_pin_category;multi_pin_name_signal;high_ambiguity;offset_ge_20m;large_place_signal,True,,
08f26a23b68ce9ac039c14ba0034ee94,Black Beach Campground,campground,,3,open_space,3b,large_outdoor,42.5336824,-106.7135065,42.53378517577829,-106.71327046668638,0.8,"The pin is placed near the main access point visible on the road leading to the campground, which appears to be the most prominent entry point for visitors.",gpt-4o-mini,,,,42.53378517577829,-106.71327046668638,0.8,,shared,,,,,,"24025 Lakeshore Dr, 82620, US",22.464084309276146,22.489352174047543,30.802675405029216,complex,high,True,16,multi_pin_category;multi_pin_name_signal;high_ambiguity;offset_ge_20m;large_place_signal,True,,
08f44e8cc908631a031c4515674b2704,Poplar Point Christian Camp,campground,AL,3,open_space,3b,large_outdoor,32.9707065,-86.2148021,32.970508480107675,-86.2148021,0.9,"The pin is placed near the main access point, which appears to be the road leading into the campground area, providing access to visitors.",gpt-4o-mini,,,,32.970508480107675,-86.2148021,0.9,,shared,,,,,,"191 Poplar Point Camp Dr, Rockford, AL, 35136-4017, US",22.01880740087836,22.04357441345053,22.04357441345053,complex,high,True,16,multi_pin_category;multi_pin_name_signal;high_ambiguity;offset_ge_20m;large_place_signal,True,,
08f444d7121a600a03f700901254f636,Whispering Woods RV & MHP,rv_park,TX,3,open_space,3b,large_outdoor,33.2291199,-94.1543184,33.22892246145819,-94.1543184,0.8,"The pin is placed at the main access point of the RV park, which appears to be near the entrance where vehicles would enter, rather than at the center of the area.",gpt-4o-mini,,,,33.22892246145819,-94.1543184,0.8,,shared,,,,,,"7 Rosebud Ln, Queen City, TX, 75572-4420, US",21.954164173328405,21.978858474385845,21.978858474385845,complex,high,True,16,multi_pin_category;multi_pin_name_signal;high_ambiguity;offset_ge_20m;large_place_signal,True,,
08f44dc19859d59503364149e1e1079e,Camp Barstow,campground,SC,3,open_space,3b,large_outdoor,34.062586,-81.6011018,34.06239046380621,-81.6011018,0.9,"The pin is placed at the main access point where the road intersects, indicating a likely entrance to the campground.",gpt-4o-mini,,,,34.06239046380621,-81.6011018,0.9,,shared,,,,,,"117 Camp Barstow Dr, Batesburg-Leesville, SC, 29006-8005, US",21.742632725194166,21.76708909304665,21.76708909304665,complex,high,True,16,multi_pin_category;multi_pin_name_signal;high_ambiguity;offset_ge_20m;large_place_signal,True,,
08f274201caa6ac30391c36cef2cdedc,Boulder Lake Lodge Campground,campground,WI,3,open_space,3b,large_outdoor,45.1554838,-88.6283094,45.15558215517744,-88.6280733666864,0.8,"The pin is placed near the main access point of the campground, which appears to be a parking area or entrance visible from the aerial view.",gpt-4o-mini,,,,45.15558215517744,-88.6280733666864,0.8,,shared,,,,,,"17250 Boulder Lake Ln, White Lake, WI, 54491-9641, US",21.497856491366377,21.52203753243435,29.477787267386,complex,high,True,16,multi_pin_category;multi_pin_name_signal;high_ambiguity;offset_ge_20m;large_place_signal,True,,
08f2a8a49090ec5d031c3f8ecab7449f,Deer Trail Park & Campground Inc,campground,VA,3,open_space,3b,large_outdoor,37.0237647,-81.2063271,37.02357625434814,-81.2063271,0.9,"The pin is placed near the parking lot entrance, which serves as the main access point for visitors arriving at the campground.",gpt-4o-mini,,,,37.02357625434814,-81.2063271,0.9,,shared,,,,,,"599 Gullion Fork Rd, Wytheville, VA, 24382-5773, US",20.954200435001848,20.97776996485038,20.97776996485038,complex,high,True,16,multi_pin_category;multi_pin_name_signal;high_ambiguity;offset_ge_20m;large_place_signal,True,,
08f265ed10cf6006031caf57097c0bb2,Pioneer RV Park,campground,MO,3,open_space,3b,large_outdoor,37.1746353,-92.8490428,37.17444722924709,-92.8490428,0.8,"The pin is placed near the main access point of the campground, which appears to be the entrance along the road. This location is likely where visitors would first arrive.",gpt-4o-mini,,,,37.17444722924709,-92.8490428,0.8,,shared,,,,,,"389 Ivyl Davis Rd, Diggins, MO, 65746-8350, US",20.91251357281887,20.93603621342794,20.93603621342794,complex,high,True,16,multi_pin_category;multi_pin_name_signal;high_ambiguity;offset_ge_20m;large_place_signal,True,,
08f2a9811a2d6a860356d7f4630de064,German Bridge Campground,rv_park,KY,3,open_space,3b,large_outdoor,37.68786,-82.64641,37.68767321430855,-82.64641,0.8,"The pin is placed near the visible road entry that appears to lead into the campground area, indicating a likely access point for visitors.",gpt-4o-mini,,,,37.68767321430855,-82.64641,0.8,,shared,,,,,,"7533 Ky Route 194, Prestonsburg, KY, 41653-8009, US",20.76962125943949,20.79298317269945,20.79298317269945,complex,high,True,16,multi_pin_category;multi_pin_name_signal;high_ambiguity;offset_ge_20m;large_place_signal,True,,
08f2830c2d050bb103e4a561046dc405,Mt Diablo - Juniper Campground,campground,,3,open_space,3b,large_outdoor,37.876663,-121.931195,37.87647669082795,-121.931195,0.9,"The pin is placed at the main access point where the road leads into the campground, indicating the most prominent entry for visitors.",gpt-4o-mini,,,,37.87647669082795,-121.931195,0.9,,shared,,,,,,"94517, US",20.71663471922536,20.739937032702755,20.739937032702755,complex,high,True,16,multi_pin_category;multi_pin_name_signal;high_ambiguity;offset_ge_20m;large_place_signal,True,,
08f2aaca4e1349150373cb3bd945a452,Fourseasons Campground,campground,NJ,3,open_space,3b,large_outdoor,39.6191632,-75.2739291,39.61898138353705,-75.2739291,0.9,"The pin is placed near the main access point, which appears to be the entrance to the parking area for the campground, making it the most logical location for visitor arrival.",gpt-4o-mini,,,,39.61898138353705,-75.2739291,0.9,,shared,,,,,,"Pole Tavern, NJ, US",20.2170682612659,20.239808656201035,20.239808656201035,complex,high,True,16,multi_pin_category;multi_pin_name_signal;high_ambiguity;offset_ge_20m;large_place_signal,True,,
08f26623aa1ad7980349f228fbc3a32d,Little Galilee Christian Camp,campground,IL,3,open_space,3b,large_outdoor,40.0915786,-89.0023686,40.09139803072281,-89.0023686,0.9,"The pin is placed near the main access point of the campground, which appears to be the parking area visible in the image.",gpt-4o-mini,,,,40.09139803072281,-89.0023686,0.9,,shared,,,,,,"7539 Little Galilee Rd, Clinton, IL, 61727-9372, US",20.07838753134039,20.10097193690342,20.10097193690342,complex,high,True,16,multi_pin_category;multi_pin_name_signal;high_ambiguity;offset_ge_20m;large_place_signal,True,,
08f44a948aa292e903fed6fd7562ee63,Courtyard by Marriott Titusville Kennedy Space Center,hotel,FL,1,standard_commercial,1b,large_standalone,28.5250487,-80.7822888,28.525218375247068,-80.78205276668639,0.9,"The main entrance is located on the street-facing facade, identifiable by the lobby door and signage. The pin is placed close to the entrance as per the imagery.",gpt-4o-mini,28.525218375247068,-80.78205276668639,0.9,28.524369999011725,-80.7822888,0.9,"The primary car entry point is visible as the main driveway leading into the parking lot from the road, located towards the bottom of the image.",both,,,,,,"6245 Riverfront Center Blvd, Titusville, FL, 32780-8004, US",29.79452244656747,29.82803567399263,41.97386698428711,complex,high,True,14,multi_pin_category;multi_pin_name_signal;high_ambiguity;offset_ge_20m,True,,
08f44f055bd06889038fa1dd2bc20326,Hyatt Place Jacksonville / St. Johns Town Center,resort,FL,1,standard_commercial,1b,large_standalone,30.256515,-81.529048,30.25663547480229,-81.52881196668639,0.9,"The pin is placed at the main customer entrance of the Hyatt Place Jacksonville, which is located on the street-facing facade. The entrance is identifiable by the door and signage visible in the imagery.",gpt-4o-mini,30.25663547480229,-81.52881196668639,0.9,30.25621844664052,-81.529048,0.9,"The primary vehicle entry point is located at the southern edge of the property, where the driveway cuts off from Town Center Pkwy, leading into the parking lot.",both,,,,,,"4742 Town Center Pkwy, Jacksonville, FL, 32246, US",26.332629935837847,26.362249185919907,36.10721105605611,complex,high,True,14,multi_pin_category;multi_pin_name_signal;high_ambiguity;offset_ge_20m,True,,
08f29aa8598c30c8036a46cc74b69dcb,Gateway Restaurant & Lodge,hotel,CA,1,standard_commercial,1b,large_standalone,36.479128,-118.839269,36.47924014753183,-118.8390329666864,0.9,"The identified entrance is on the street-facing facade of the building, marked by signage and a visible door, making it the main pedestrian entry.",gpt-4o-mini,36.47924014753183,-118.8390329666864,0.9,36.47915388019965,-118.8390329666864,0.8,The identified entry point is the most visible driveway entrance from the road leading to the parking area of the Gateway Restaurant & Lodge.,both,,,,,,"45978 Sierra Dr, Three-Rivers, CA, 93271, US",24.5125051563344,24.54007710956662,33.61146267473642,simple,medium,True,14,multi_pin_category;multi_pin_name_signal;access_in_text;medium_ambiguity;offset_ge_20m,True,,
08f2a16605c8e0a103307477f3ff27fc,"Kittatinny River Trips, Paintball & Campgrounds",campground,NY,3,open_space,3b,large_outdoor,41.481804,-74.952263,41.48162717183872,-74.952263,0.9,"The pin is placed near the main building and parking area, which serves as the primary access point for visitors arriving at the campground.",gpt-4o-mini,,,,41.48162717183872,-74.952263,0.9,,shared,,,,,,"3854 State Route 97, Barryville, NY, 12719, US",19.66239442129836,19.68451091286852,19.68451091286852,complex,high,True,14,multi_pin_category;multi_pin_name_signal;high_ambiguity;offset_ge_10m;large_place_signal,True,,
08f274da3411c0ab03e1c67c87919b6e,Metamora Hadley Campground Store,campground,MI,3,open_space,3b,large_outdoor,42.9435012,-83.3525276,42.94332841751114,-83.3525276,0.8,"The pin is placed near the main access point visible in the image, which appears to be a parking lot entrance leading into the campground area.",gpt-4o-mini,,,,42.94332841751114,-83.3525276,0.8,,shared,,,,,,"3871 Herd Rd, Metamora, MI, 48455-9763, US",19.212536174914582,19.234146659943576,19.234146659943576,complex,high,True,14,multi_pin_category;multi_pin_name_signal;high_ambiguity;offset_ge_10m;large_place_signal,True,,
08f2b99a60a61af603c2dac5a761bbb5,White Birch Campground,campground,NY,3,open_space,3b,large_outdoor,43.2709922790527,-77.0064315795898,43.27082041850456,-77.0064315795898,0.8,"The pin is placed at the main access point of the campground, which appears to be near the entrance road leading into the area, making it the most logical location for visitor access.",gpt-4o-mini,,,,43.27082041850456,-77.0064315795898,0.8,,shared,,,,,,"7945 Lake Rd, Sodus Point, NY, 14555, US",19.110021043579284,19.131516219266302,19.131516219266302,complex,high,True,14,multi_pin_category;multi_pin_name_signal;high_ambiguity;offset_ge_10m;large_place_signal,True,,
08f279b03339454003cf217e4fa63784,Liberty Ranch Campground,rv_park,WY,3,open_space,3b,large_outdoor,44.3729559,-108.0471593,44.372787182715406,-108.0471593,0.8,"The pin is placed near the main access point of the campground, which appears to be the entrance road leading into the area. This location is likely where visitors would first arrive.",gpt-4o-mini,,,,44.372787182715406,-108.0471593,0.8,,shared,,,,,,"1013 Crest Ave, Basin, WY, 82410-9502, US",18.760506083790872,18.781608121090585,18.781608121090585,complex,high,True,14,multi_pin_category;multi_pin_name_signal;high_ambiguity;offset_ge_10m;large_place_signal,True,,
08f279a0d2a9ace503c8225af210ef6a,Dead Indian Campground,campground,,3,open_space,3b,large_outdoor,44.7532456,-109.4176892,44.75307798200576,-109.4176892,0.9,"The pin is placed at the main access point near the road, which appears to be the most prominent entrance to the campground.",gpt-4o-mini,,,,44.75307798200576,-109.4176892,0.9,,shared,,,,,,"2056 WY-296, 82414, US",18.638270573952287,18.65923511840492,18.65923511840492,complex,high,True,14,multi_pin_category;multi_pin_name_signal;high_ambiguity;offset_ge_10m;large_place_signal,True,,
08f276a4190c448003b89e10b0b8bf0c,Camp Tanuga,campground,MI,3,open_space,3b,large_outdoor,44.787069,-85.0278327,44.78690148013621,-85.0278327,0.9,"The pin is placed near the main access point to the campground, which appears to be the road leading to the parking area and facilities, making it the most logical entry point for visitors.",gpt-4o-mini,,,,44.78690148013621,-85.0278327,0.9,,shared,,,,,,"6874 Camp Tanuga Rd NE, Kalkaska, MI, 49646-9545, US",18.627358965904616,18.64831123755266,18.64831123755266,complex,high,True,14,multi_pin_category;multi_pin_name_signal;high_ambiguity;offset_ge_10m;large_place_signal,True,,
08f2b1a43679309c03dbd3be020e7a27,Yogi Bear's Jellystone Park at Yonderhill,campground,ME,3,open_space,3b,large_outdoor,44.7984718,-69.7499187,44.79830431323184,-69.7499187,0.9,"The pin is placed near the main access point, which appears to be the parking lot entrance visible from the road. This location is prominent for visitor arrival.",gpt-4o-mini,,,,44.79830431323184,-69.7499187,0.9,,shared,,,,,,"221 Lakewood Rd, Madison, ME, 04950-3007, US",18.62367890038597,18.64462703189588,18.64462703189588,complex,high,True,14,multi_pin_category;multi_pin_name_signal;high_ambiguity;offset_ge_10m;large_place_signal,True,,
08f28d5c1ca5ac8e03a76327e1c6c641,Dash Point State Park Campground Entry,campground,WA,3,open_space,3b,large_outdoor,47.3170809,-122.406626,47.3169208834459,-122.406626,0.9,"The pin is placed near the main access point of the campground, which appears to be the parking lot entrance visible in the image.",gpt-4o-mini,,,,47.3169208834459,-122.406626,0.9,,shared,,,,,,"5700 SW Dash Point Rd, Federal Way, WA, 98023-2045, US",17.793028994691706,17.813042802168013,17.813042802168013,complex,high,True,14,multi_pin_category;multi_pin_name_signal;high_ambiguity;offset_ge_10m;large_place_signal,True,,
08f277151971c411034446f88b632ab7,Gitche Gumee Bible Camp,campground,MI,3,open_space,3b,large_outdoor,47.4138439,-88.2921671,47.41368417670681,-88.2921671,0.9,"The pin is placed near the parking lot entrance, which serves as the main access point for visitors arriving at the campground.",gpt-4o-mini,,,,47.41368417670681,-88.2921671,0.9,,shared,,,,,,"5189 Garden City Rd, Houghton Twp, MI, 49950-9634, US",17.76041987034949,17.780396998383594,17.780396998383594,complex,high,True,14,multi_pin_category;multi_pin_name_signal;high_ambiguity;offset_ge_10m;large_place_signal,True,,
08f28d42c96a800403254a64a408c356,Tall Chief RV Campground,campground,WA,3,open_space,3b,large_outdoor,47.5955032,-121.9392756,47.59534402849381,-121.9392756,0.8,"The pin is placed near the main access point of the campground, which appears to be the entrance road leading to the facilities.",gpt-4o-mini,,,,47.59534402849381,-121.9392756,0.8,,shared,,,,,,"29290 SE 8th St, Fall City, WA, 98024-7417, US",17.69906395444121,17.71897206913792,17.71897206913792,complex,high,True,14,multi_pin_category;multi_pin_name_signal;high_ambiguity;offset_ge_10m;large_place_signal,True,,
08f28c20cb65a8a103a1a39dc2feb781,Misty Willow's Farm and Camp,campground,WA,3,open_space,3b,large_outdoor,48.0893212,-124.2560611,48.08916353652802,-124.2560611,0.8,"The pin is placed near the main access point of the campground, which appears to be the entrance area leading to the parking lot and facilities.",gpt-4o-mini,,,,48.08916353652802,-124.2560611,0.8,,shared,,,,,,"1649 Burnt Mountain Rd, Beaver, WA, 98305, US",17.53137820131434,17.551097700935543,17.551097700935543,complex,high,True,14,multi_pin_category;multi_pin_name_signal;high_ambiguity;offset_ge_10m;large_place_signal,True,,
08f44c120325b89603c19a1107767de3,TownePlace Suites Atlanta Alpharetta,resort,GA,1,standard_commercial,1b,large_standalone,34.061361,-84.287181,34.0614765457847,-84.28694496668639,0.9,"The identified location is the main entrance of the TownePlace Suites, facing the street, which is where pedestrians would enter.",gpt-4o-mini,34.0614765457847,-84.28694496668639,0.9,34.06116546097974,-84.287181,0.9,The identified entry point is the most visible driveway entrance from the road leading into the parking lot of TownePlace Suites Atlanta Alpharetta.,both,,,,,,"7925 Westside Parkway, Alpharetta, GA, 30009, US",25.255274771752017,25.28368220021547,34.62994564964424,complex,high,True,13,multi_pin_category;high_ambiguity;offset_ge_20m;large_place_signal,True,,
08f264158256468b031546c1ed3f394b,Turkey Bayou,campground,,3,open_space,3b,large_outdoor,37.6849298,-89.411276,37.68504017772378,-89.41103996668639,0.8,"The pin is placed near the main access point, which appears to be a parking lot entrance leading into the campground area.",gpt-4o-mini,,,,37.68504017772378,-89.41103996668639,0.8,,shared,,,,,,"62975, US",24.125671231236804,24.15280806808845,33.08103740335409,complex,high,True,13,multi_pin_category;high_ambiguity;offset_ge_20m;large_place_signal,True,,
08f44f44e8adc34203fbe6ae002a8dff,Lake Kerr Rentals,rv_park,FL,3,open_space,3b,large_outdoor,29.3591188,-81.7369241,29.35914685246882,-81.73668806668638,0.8,"The pin is placed near the main access point of the RV park, which appears to be the entrance road leading into the area, making it the most logical location for visitors to arrive.",gpt-4o-mini,,,,29.35914685246882,-81.73668806668638,0.8,,shared,,,,,,"14190 252nd Court Rd NE, Fort McCoy, FL, 32134-2528, US",23.08650584609922,23.112473817642226,26.02333708819316,complex,high,True,13,multi_pin_category;high_ambiguity;offset_ge_20m;large_place_signal,True,,
08f44490e0c939190308c05ce1195fbf,Big Coon Creek,campground,,3,open_space,3b,large_outdoor,34.2222473,-94.2432943,34.2222739136872,-94.2430582666864,0.8,"The pin is placed near the main access point visible on the map, which appears to be a road leading into the campground area.",gpt-4o-mini,,,,34.2222739136872,-94.2430582666864,0.8,,shared,,,,,,"Polk Rd 474, 71841, US",21.90242280604001,21.92705890725088,24.68862705792198,complex,high,True,13,multi_pin_category;high_ambiguity;offset_ge_20m;large_place_signal,True,,
