id,name,category_primary,region,tier,tier_label,current_lat,current_lon,gt_lat,gt_lon,gt_confidence,gt_reasoning,gt_model,full_address,offset_haversine_m,offset_euclidean_m,offset_manhattan_m,place_complexity,pin_ambiguity,should_move
08f4649589d05a4003d89cadf70517a8,Bellows Camp Site,campground,,3,open_space,21.369962,-157.709562,21.3695623539814,-157.709562,0.9,"The pin is placed at the main access point near the parking lot entrance, which is the most prominent entry for visitors to the campground.",gpt-4o-mini,"448 Tinker Rd, 96795, US",44.43860972267744,44.488594790970666,44.488594790970666,complex,high,True
08f4649589d05a4003d89cadf70517a8,Bellows Camp Site,campground,,3,open_space,21.369962,-157.709562,21.3695623539814,-157.709562,0.9,"The pin is placed at the main access point near the parking lot entrance, which is the most prominent entry for visitors to the campground.",gpt-4o-mini,"448 Tinker Rd, 96795, US",44.43860972267744,44.488594790970666,44.488594790970666,complex,high,True
08f44a184276e6a60364e66d2e3f7fd9,Flowers,flowers_and_gifts_shop,FL,1,standard_commercial,25.6869535,-80.4175525,25.68705018522592,-80.4171233485207,0.9,"The pin is placed at the main entrance of the Flowers shop, which is visible on the street-facing facade. The entrance is marked by signage and a door opening, making it the appropriate location for customer access.",gpt-4o-mini,"8547 SW 137th Ave, Miami, FL, 33183-4075, US",44.32710656578003,44.37696621353703,53.8149792724552,simple,low,True
08f44a184276e6a60364e66d2e3f7fd9,Flowers,flowers_and_gifts_shop,FL,1,standard_commercial,25.6869535,-80.4175525,25.68705018522592,-80.4171233485207,0.9,"The pin is placed at the main entrance of the Flowers shop, which is visible on the street-facing facade. The entrance is marked by signage and a door opening, making it the appropriate location for customer access.",gpt-4o-mini,"8547 SW 137th Ave, Miami, FL, 33183-4075, US",44.32710656578003,44.37696621353703,53.8149792724552,simple,low,True
08f44a18533412ad030093a67a54e92f,Walgreens,medical_supply,FL,1,standard_commercial,25.6999195,-80.3816503,25.70001617469953,-80.38122114852071,0.9,"The pin is placed at the main customer entrance of Walgreens, which is located on the street-facing facade. The imagery shows the entrance clearly marked with signage.",gpt-4o-mini,"11690 SW 72nd St, Miami, FL, 33173-2691, US",44.3222805452248,44.37213476589096,53.80912028261772,simple,low,True
08f44a18533412ad030093a67a54e92f,Walgreens,medical_supply,FL,1,standard_commercial,25.6999195,-80.3816503,25.70001617469953,-80.38122114852071,0.9,"The pin is placed at the main customer entrance of Walgreens, which is located on the street-facing facade. The imagery shows the entrance clearly marked with signage.",gpt-4o-mini,"11690 SW 72nd St, Miami, FL, 33173-2691, US",44.3222805452248,44.37213476589096,53.80912028261772,simple,low,True
08f44a18c3bb287403a937834df2c9b9,KFC,fast_food_restaurant,FL,1,standard_commercial,25.7337616,-80.2892716,25.73385824720168,-80.28884244852071,0.9,"The pin is placed at the main customer entrance of the KFC, which is visible on the street-facing facade. The entrance is marked by signage and a door opening, making it the appropriate location for customer access.",gpt-4o-mini,"5826 Bird Rd, Miami, FL, 33155-5304, US",44.309673630581,44.35951366958825,53.79381495814376,simple,low,True
08f44a18c3bb287403a937834df2c9b9,KFC,fast_food_restaurant,FL,1,standard_commercial,25.7337616,-80.2892716,25.73385824720168,-80.28884244852071,0.9,"The pin is placed at the main customer entrance of the KFC, which is visible on the street-facing facade. The entrance is marked by signage and a door opening, making it the appropriate location for customer access.",gpt-4o-mini,"5826 Bird Rd, Miami, FL, 33155-5304, US",44.309673630581,44.35951366958825,53.79381495814376,simple,low,True
08f44a11725b3506030ec8301e48fee3,Rick Owens Miami,clothing_store,FL,1,standard_commercial,25.8143232,-80.1927913,25.814419781606983,-80.1923621485207,0.9,"The pin is placed at the main entrance of Rick Owens Miami, which is located on the street-facing facade. The imagery shows the storefront door clearly, indicating the correct location for customer access.",gpt-4o-mini,"131 NE 41st St, Miami, FL, 33137-3515, US",44.27960049495788,44.32940670859136,53.75730491206748,simple,low,True
08f44a11725b3506030ec8301e48fee3,Rick Owens Miami,clothing_store,FL,1,standard_commercial,25.8143232,-80.1927913,25.814419781606983,-80.1923621485207,0.9,"The pin is placed at the main entrance of Rick Owens Miami, which is located on the street-facing facade. The imagery shows the storefront door clearly, indicating the correct location for customer access.",gpt-4o-mini,"131 NE 41st St, Miami, FL, 33137-3515, US",44.27960049495788,44.32940670859136,53.75730491206748,simple,low,True
08f44a1172589b06034d0dfdcd2a70d1,Avi & Co. Miami,jewelry_store,FL,1,standard_commercial,25.8148326,-80.1930344,25.81492918119161,-80.1926052485207,0.9,"The pin has been placed at the main customer entrance of Avi & Co. Miami, which is located on the street-facing facade. The imagery shows the entrance clearly marked, making this the correct location.",gpt-4o-mini,"53 NE 40th St, Miami, FL, 33137, US",44.27941006056972,44.329216060049696,53.75707371688495,simple,low,True
08f44a1172589b06034d0dfdcd2a70d1,Avi & Co. Miami,jewelry_store,FL,1,standard_commercial,25.8148326,-80.1930344,25.81492918119161,-80.1926052485207,0.9,"The pin has been placed at the main customer entrance of Avi & Co. Miami, which is located on the street-facing facade. The imagery shows the entrance clearly marked, making this the correct location.",gpt-4o-mini,"53 NE 40th St, Miami, FL, 33137, US",44.27941006056972,44.329216060049696,53.75707371688495,simple,low,True
08f44a1109358c2803c2653be159cddb,ZOI Restaurant and Lounge,restaurant,FL,1,standard_commercial,25.8293436,-80.1869884,25.829440169355983,-80.18655924852071,0.9,"The pin has been placed at the main entrance of ZOI Restaurant and Lounge, which is located on the street-facing facade. The coordinates reflect the closest point to the entrance door as visible in the imagery.",gpt-4o-mini,"5808 NE 4th Ct, Miami, FL, 33137-2612, US",44.273983790583394,44.32378368657466,53.75048599763208,simple,low,True
08f44a1109358c2803c2653be159cddb,ZOI Restaurant and Lounge,restaurant,FL,1,standard_commercial,25.8293436,-80.1869884,25.829440169355983,-80.18655924852071,0.9,"The pin has been placed at the main entrance of ZOI Restaurant and Lounge, which is located on the street-facing facade. The coordinates reflect the closest point to the entrance door as visible in the imagery.",gpt-4o-mini,"5808 NE 4th Ct, Miami, FL, 33137-2612, US",44.273983790583394,44.32378368657466,53.75048599763208,simple,low,True
08f44a102c15ea9b03ef7b1f90f89315,Pollo Tropical,fast_food_restaurant,FL,1,standard_commercial,25.884949,-80.1655652,25.88504552394512,-80.16513604852071,0.9,"The pin is placed at the main customer entrance of Pollo Tropical, which is located on the street-facing facade. The imagery shows the entrance clearly marked with signage.",gpt-4o-mini,"11806 Biscayne Blvd, Miami, FL, 33181-3112, US",44.25316431731763,44.30294079526872,53.725210283963726,simple,low,True
08f44a102c15ea9b03ef7b1f90f89315,Pollo Tropical,fast_food_restaurant,FL,1,standard_commercial,25.884949,-80.1655652,25.88504552394512,-80.16513604852071,0.9,"The pin is placed at the main customer entrance of Pollo Tropical, which is located on the street-facing facade. The imagery shows the entrance clearly marked with signage.",gpt-4o-mini,"11806 Biscayne Blvd, Miami, FL, 33181-3112, US",44.25316431731763,44.30294079526872,53.725210283963726,simple,low,True
08f44a10058b58b2032166a9c1808e0c,De Beers,jewelry_store,FL,1,standard_commercial,25.88881343,-80.12264461,25.8889099507858,-80.1222154585207,0.9,"The pin has been placed at the main customer entrance of De Beers, which is located on the street-facing facade of the St. Regis Hotel. The current pin is not at the entrance, so the new coordinates reflect the closest point to the door.",gpt-4o-mini,"9703 Collins Avenue, St. Regis Hote Bal Harbour, Bal Harbour, FL, 33154, US",44.25171586911729,44.30149071784631,53.72345180719432,simple,low,True
08f44a10058b58b2032166a9c1808e0c,De Beers,jewelry_store,FL,1,standard_commercial,25.88881343,-80.12264461,25.8889099507858,-80.1222154585207,0.9,"The pin has been placed at the main customer entrance of De Beers, which is located on the street-facing facade of the St. Regis Hotel. The current pin is not at the entrance, so the new coordinates reflect the closest point to the door.",gpt-4o-mini,"9703 Collins Avenue, St. Regis Hote Bal Harbour, Bal Harbour, FL, 33154, US",44.25171586911729,44.30149071784631,53.72345180719432,simple,low,True
08f44a115e7b038903d5c33e624cf032,O'Reilly Auto Parts,auto_parts_and_supply_store,FL,1,standard_commercial,25.8985383,-80.1925359,25.89863481283341,-80.1921067485207,0.9,"The pin is placed at the main customer entrance of O'Reilly Auto Parts, which is located on the street-facing facade. The entrance is identifiable by signage and door openings.",gpt-4o-mini,"282 NE 135th St, North Miami, FL, 33161, US",44.24806994770456,44.29784069425989,53.719025504191855,simple,low,True
08f44a115e7b038903d5c33e624cf032,O'Reilly Auto Parts,auto_parts_and_supply_store,FL,1,standard_commercial,25.8985383,-80.1925359,25.89863481283341,-80.1921067485207,0.9,"The pin is placed at the main customer entrance of O'Reilly Auto Parts, which is located on the street-facing facade. The entrance is identifiable by signage and door openings.",gpt-4o-mini,"282 NE 135th St, North Miami, FL, 33161, US",44.24806994770456,44.29784069425989,53.719025504191855,simple,low,True
08f48b2a4802592803f995fb28a5e906,La Placita Tacos al Vapor,mexican_restaurant,TX,1,standard_commercial,25.9375804,-97.5007744,25.93767688087926,-97.5003452485207,0.9,"The pin is placed at the main entrance of La Placita Tacos al Vapor, which is visible on the street-facing facade. The entrance is marked by signage and a door opening, making it the appropriate location for customer access.",gpt-4o-mini,"943 N Expressway, Brownsville, TX, 78520-8605, US",44.23341995770858,44.28317422569268,53.70123980174015,simple,low,True
08f48b2a4802592803f995fb28a5e906,La Placita Tacos al Vapor,mexican_restaurant,TX,1,standard_commercial,25.9375804,-97.5007744,25.93767688087926,-97.5003452485207,0.9,"The pin is placed at the main entrance of La Placita Tacos al Vapor, which is visible on the street-facing facade. The entrance is marked by signage and a door opening, making it the appropriate location for customer access.",gpt-4o-mini,"943 N Expressway, Brownsville, TX, 78520-8605, US",44.23341995770858,44.28317422569268,53.70123980174015,simple,low,True
08f48b2a4aad007503ea6ba85a3bddf8,Chick-fil-A,fast_food_restaurant,TX,1,standard_commercial,25.9504613,-97.4837945,25.95055777032701,-97.4833653485207,0.9,"The pin is placed at the main customer entrance of the Chick-fil-A, which is visible on the street-facing facade. The entrance is marked by signage and a clear door opening.",gpt-4o-mini,"2150 Ruben Torres Sr Blvd, Brownsville, TX, 78526-2864, US",44.22858207786825,44.278330904187854,53.69536641294765,simple,low,True
08f48b2a4aad007503ea6ba85a3bddf8,Chick-fil-A,fast_food_restaurant,TX,1,standard_commercial,25.9504613,-97.4837945,25.95055777032701,-97.4833653485207,0.9,"The pin is placed at the main customer entrance of the Chick-fil-A, which is visible on the street-facing facade. The entrance is marked by signage and a clear door opening.",gpt-4o-mini,"2150 Ruben Torres Sr Blvd, Brownsville, TX, 78526-2864, US",44.22858207786825,44.278330904187854,53.69536641294765,simple,low,True
08f48b3c369a3865035e55a977ef2a7a,Redbox,clothing_rental,TX,1,standard_commercial,26.074878,-97.5255181,26.074974368151832,-97.5250889485207,0.9,"The pin is placed at the main customer entrance of the storefront, which is visible on the street-facing facade. The current pin is not at the entrance.",gpt-4o-mini,"30984 State Highway 100, Los Fresnos, TX, 78566, US",44.181737927036615,44.23143406376968,53.63849565094998,simple,low,True
08f48b3c369a3865035e55a977ef2a7a,Redbox,clothing_rental,TX,1,standard_commercial,26.074878,-97.5255181,26.074974368151832,-97.5250889485207,0.9,"The pin is placed at the main customer entrance of the storefront, which is visible on the street-facing facade. The current pin is not at the entrance.",gpt-4o-mini,"30984 State Highway 100, Los Fresnos, TX, 78566, US",44.181737927036615,44.23143406376968,53.63849565094998,simple,low,True
08f44a13b1554d5203539312db41f121,Residences at The Symphony,accommodation,FL,1,standard_commercial,26.1184883,-80.1493921,26.11858463223001,-80.1489629485207,0.9,"The primary entrance of the Residences at The Symphony is located on the street-facing facade, which is closer to the right side of the image. The pin has been adjusted to mark the entrance accurately.",gpt-4o-mini,"600 W Las Olas Blvd, Fort Lauderdale, FL, 33312-7161, US",44.1652688854269,44.21494649755448,53.61850154378076,simple,low,True
08f44a13b1554d5203539312db41f121,Residences at The Symphony,accommodation,FL,1,standard_commercial,26.1184883,-80.1493921,26.11858463223001,-80.1489629485207,0.9,"The primary entrance of the Residences at The Symphony is located on the street-facing facade, which is closer to the right side of the image. The pin has been adjusted to mark the entrance accurately.",gpt-4o-mini,"600 W Las Olas Blvd, Fort Lauderdale, FL, 33312-7161, US",44.1652688854269,44.21494649755448,53.61850154378076,simple,low,True
08f44a130ec587b5036bee799acf5354,L'Occitane en Provence - Sawgrass Outlet,cosmetic_and_beauty_supplies,FL,1,standard_commercial,26.15058,-80.3211642,26.15067630576042,-80.3207350485207,0.9,"The pin is placed at the main customer entrance of L'Occitane en Provence, which is located on the street-facing facade. The entrance is identifiable by the storefront door and signage.",gpt-4o-mini,"12801 W Sunrise Blvd, Sunrise, FL, 33323-4001, US",44.15313339797814,44.20279735999684,53.60376855313033,simple,low,True
08f44a130ec587b5036bee799acf5354,L'Occitane en Provence - Sawgrass Outlet,cosmetic_and_beauty_supplies,FL,1,standard_commercial,26.15058,-80.3211642,26.15067630576042,-80.3207350485207,0.9,"The pin is placed at the main customer entrance of L'Occitane en Provence, which is located on the street-facing facade. The entrance is identifiable by the storefront door and signage.",gpt-4o-mini,"12801 W Sunrise Blvd, Sunrise, FL, 33323-4001, US",44.15313339797814,44.20279735999684,53.60376855313033,simple,low,True
08f44a139cc0bcf003702e121b54ce88,Tortilleria Mexicana,mexican_restaurant,FL,1,standard_commercial,26.1775046,-80.1344612,26.1776008835294,-80.13403204852071,0.9,"The pin is placed at the main entrance of Tortilleria Mexicana, which is visible on the street-facing facade. The entrance is marked by signage and a door opening, making it the correct location for customer access.",gpt-4o-mini,"4115 N Dixie Hwy, Oakland Park, FL, 33334, US",44.142941165184894,44.1925936628796,53.59139475497555,simple,low,True
08f44a139cc0bcf003702e121b54ce88,Tortilleria Mexicana,mexican_restaurant,FL,1,standard_commercial,26.1775046,-80.1344612,26.1776008835294,-80.13403204852071,0.9,"The pin is placed at the main entrance of Tortilleria Mexicana, which is visible on the street-facing facade. The entrance is marked by signage and a door opening, making it the correct location for customer access.",gpt-4o-mini,"4115 N Dixie Hwy, Oakland Park, FL, 33334, US",44.142941165184894,44.1925936628796,53.59139475497555,simple,low,True
08f48b3862030248037ca6173bfc9504,Pizza Hut,pizza_restaurant,TX,1,standard_commercial,26.1837625,-98.2164267,26.18385877835935,-98.2159975485207,0.9,"The pin is placed at the main customer entrance of the Pizza Hut, which is located on the street-facing facade. The entrance is identifiable by the signage and door opening visible in the imagery.",gpt-4o-mini,"2000 S McColl Rd, McAllen, TX, 78503-1516, US",44.14057085835096,44.19022068984825,53.58851710309594,simple,low,True
08f48b3862030248037ca6173bfc9504,Pizza Hut,pizza_restaurant,TX,1,standard_commercial,26.1837625,-98.2164267,26.18385877835935,-98.2159975485207,0.9,"The pin is placed at the main customer entrance of the Pizza Hut, which is located on the street-facing facade. The entrance is identifiable by the signage and door opening visible in the imagery.",gpt-4o-mini,"2000 S McColl Rd, McAllen, TX, 78503-1516, US",44.14057085835096,44.19022068984825,53.58851710309594,simple,low,True
08f44131b6312c06031fcb474ebcad98,Home Centric,home_goods_store,FL,1,standard_commercial,26.2095052,-81.7666557,26.209601457079597,-81.7662265485207,0.9,"The pin is placed at the main entrance of Home Centric, which is visible on the street-facing facade. The entrance is marked by signage and a door opening, making it the correct location for customer access.",gpt-4o-mini,"5052 Airport Pulling Rd N, Naples, FL, 34105-2413, US",44.13081475046199,44.18045360691288,53.576672777566266,simple,low,True
08f44131b6312c06031fcb474ebcad98,Home Centric,home_goods_store,FL,1,standard_commercial,26.2095052,-81.7666557,26.2096014570796,-81.7662265485207,0.9,"The pin is placed at the main entrance of Home Centric, which is visible on the street-facing facade. The entrance is marked by signage and a door opening, making it the correct location for customer access.",gpt-4o-mini,"5052 Airport Pulling Rd N, Naples, FL, 34105-2413, US",44.13081475046199,44.18045360691288,53.576672777566266,simple,low,True
08f441318441b42a0327110215dfab9f,Tacos and Tequila Cantina,texmex_restaurant,FL,1,standard_commercial,26.2525432,-81.8022046,26.25263942145958,-81.8017754485207,0.9,"The pin is placed at the main customer entrance of Tacos and Tequila Cantina, which is located on the street-facing facade. The entrance is identifiable by the door and signage visible in the imagery.",gpt-4o-mini,"8971 Tamiami Trl N, Naples, FL, 34108-2583, US",44.11448407796709,44.16410456555328,53.55684665638124,simple,low,True
08f441318441b42a0327110215dfab9f,Tacos and Tequila Cantina,texmex_restaurant,FL,1,standard_commercial,26.2525432,-81.8022046,26.25263942145958,-81.8017754485207,0.9,"The pin is placed at the main customer entrance of Tacos and Tequila Cantina, which is located on the street-facing facade. The entrance is identifiable by the door and signage visible in the imagery.",gpt-4o-mini,"8971 Tamiami Trl N, Naples, FL, 34108-2583, US",44.11448407796709,44.16410456555328,53.55684665638124,simple,low,True
08f44a12f24d35a903560d600f089d46,H&I Gallery,jewelry_store,FL,1,standard_commercial,26.368768,-80.1738962,26.36886412499594,-80.1734670485207,0.9,"The pin is placed at the main entrance of H&I Gallery, which is visible on the street-facing facade. The entrance is marked by signage and a door opening, making it the correct location for customer access.",gpt-4o-mini,"8221 Glades Rd, Boca Raton, FL, 33434-2004, US",44.07025849393765,44.11982923600079,53.503154942233095,simple,low,True
08f44a12f24d35a903560d600f089d46,H&I Gallery,jewelry_store,FL,1,standard_commercial,26.368768,-80.1738962,26.36886412499594,-80.1734670485207,0.9,"The pin is placed at the main entrance of H&I Gallery, which is visible on the street-facing facade. The entrance is marked by signage and a door opening, making it the correct location for customer access.",gpt-4o-mini,"8221 Glades Rd, Boca Raton, FL, 33434-2004, US",44.07025849393765,44.11982923600079,53.503154942233095,simple,low,True
08f44ae853a9ec4a030413c1cdcb4f3b,Express Factory Outlet,clothing_store,FL,1,standard_commercial,26.7234464,-80.0858397,26.72354222817829,-80.0854105485207,0.9,"The pin is placed at the main customer entrance of the Express Factory Outlet, which is located on the street-facing facade. The coordinates are adjusted to reflect the entrance location based on the imagery.",gpt-4o-mini,"1801 Palm Beach Lakes Blvd, West Palm Beach, FL, 33401-2001, US",43.93417680892244,43.98359448475485,53.3379460690572,simple,low,True
08f44ae853a9ec4a030413c1cdcb4f3b,Express Factory Outlet,clothing_store,FL,1,standard_commercial,26.7234464,-80.0858397,26.72354222817829,-80.0854105485207,0.9,"The pin is placed at the main customer entrance of the Express Factory Outlet, which is located on the street-facing facade. The coordinates are adjusted to reflect the entrance location based on the imagery.",gpt-4o-mini,"1801 Palm Beach Lakes Blvd, West Palm Beach, FL, 33401-2001, US",43.93417680892244,43.98359448475485,53.3379460690572,simple,low,True
08f4880ca67032b603a0cc92e246c7ef,Redbox,clothing_rental,TX,1,standard_commercial,27.5761509,-99.4722294,27.57624599957592,-99.47180024852072,0.9,"The pin is placed at the main customer entrance of the Redbox clothing rental business, which is visible on the street-facing facade. The entrance is marked by signage and a door opening.",gpt-4o-mini,"7811 Mcpherson Rd, Laredo, TX, 78045, US",43.6001352500648,43.64917719205118,52.93240560201099,simple,low,True
08f4880ca67032b603a0cc92e246c7ef,Redbox,clothing_rental,TX,1,standard_commercial,27.5761509,-99.4722294,27.57624599957592,-99.47180024852072,0.9,"The pin is placed at the main customer entrance of the Redbox clothing rental business, which is visible on the street-facing facade. The entrance is marked by signage and a door opening.",gpt-4o-mini,"7811 Mcpherson Rd, Laredo, TX, 78045, US",43.6001352500648,43.64917719205118,52.93240560201099,simple,low,True
08f441ad446d54200323a1a9871a5d0d,Pinch A Penny Pool Patio Spa,hot_tubs_and_pools,FL,2,multi_tenant,27.773071,-82.38952,27.77316592831571,-82.38909084852071,0.9,"The specific unit for 'Pinch A Penny Pool Patio Spa' is located towards the right side of the building complex, closer to the highway, based on the address provided.",gpt-4o-mini,"6508 N US Highway 41, Apollo Beach, FL, 33572, US",43.52161776438841,43.57057139019508,52.83708208100597,simple,low,True
08f441ad446d54200323a1a9871a5d0d,Pinch A Penny Pool Patio Spa,hot_tubs_and_pools,FL,2,multi_tenant,27.773071,-82.38952,27.77316592831571,-82.38909084852071,0.9,"The specific unit for 'Pinch A Penny Pool Patio Spa' is located towards the right side of the building complex, closer to the highway, based on the address provided.",gpt-4o-mini,"6508 N US Highway 41, Apollo Beach, FL, 33572, US",43.52161776438841,43.57057139019508,52.83708208100597,simple,low,True
08f441a850a2812a034bbe1637abd9ac,Dollar Tree,discount_store,FL,1,standard_commercial,27.9593892,-82.7266017,27.95948396524348,-82.72617254852071,0.9,"The pin is placed at the main customer entrance of Dollar Tree, which is located on the street-facing facade. The entrance is identifiable by the storefront door and signage.",gpt-4o-mini,"2683 Gulf To Bay Blvd, Clearwater, FL, 33759-4936, US",43.44685421697002,43.49572374785401,52.74631599676504,simple,low,True
